direction,log_index,time_s,phase,start_soc,battery_bus_kw,current_magnitude_a,open_circuit_voltage_v,terminal_voltage_v,resistance_ohm,physical_current_limit_a,physical_current_margin_a,physical_current_limit_source,physical_terminal_voltage_limit_v,physical_voltage_margin_v,physical_voltage_limit_source,ocv_endpoint_difference_v,bus_power_proxy_limit_kw,bus_power_proxy_margin_kw
discharge,18,1140.0,climb,0.47890151284776544,9.891778834753083,28.550782936470114,347.89015128477655,346.46261213795304,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",46.462612137953045,30.0,20.108221165246917
discharge,19,1200.0,climb,0.4622468894681579,10.194850020786205,29.572054413691262,346.2246889468158,344.7460862261312,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",44.74608622613118,30.0,19.805149979213795
discharge,20,1260.0,climb,0.4449965243935047,10.499999394694427,30.61501888047303,344.4996524393505,342.9689014953268,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",42.968901495326804,30.0,19.500000605305573
discharge,21,1320.0,climb,0.4271377633798954,10.80725291144823,31.680770432467966,342.71377633798954,341.1297378163662,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",41.12973781636617,30.0,19.19274708855177
discharge,22,1380.0,climb,0.4086573139609557,11.116637366605076,32.77047689318806,340.86573139609555,339.22720755143615,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",39.22720755143615,30.0,18.883362633394924
discharge,23,1440.0,climb,0.38954120243992935,11.428180414187963,33.88538654429965,338.9541202439929,337.25985091677796,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",37.259850916777964,30.0,18.571819585812037
discharge,24,1500.0,climb,0.36977472695575453,11.741910585043783,35.02683562590846,336.97747269557544,335.22613091428,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",35.22613091428002,30.0,18.258089414956217
discharge,25,1560.0,climb,0.3493424061739746,12.057857305694782,36.19625671401252,334.93424061739745,333.1244277816968,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",33.124427781696795,30.0,17.94214269430522
discharge,26,1620.0,climb,0.3282279230908006,12.376050917697732,37.39518809995161,332.82279230908006,330.9530329040825,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",30.953032904082477,30.0,17.623949082302268
charge,27,1680.0,cruise,0.3064140633658288,-5.988977853227738,18.063867902159814,330.64140633658286,331.5445997316908,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",68.45540026830918,10.0,4.011022146772262
charge,28,1740.0,cruise,0.3169513196420887,-6.003331372850738,18.049832431536856,331.6951319642089,332.59762358578575,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",67.40237641421425,10.0,3.996668627149262
charge,29,1800.0,cruise,0.3274803885604852,-6.017677022867893,18.035905931591287,332.74803885604854,333.6498341526281,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",66.3501658473719,10.0,3.9823229771321067
charge,30,1860.0,cruise,0.33800133368724683,-6.032014803279203,18.022086934758477,333.8001333687247,334.70123771546264,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",65.29876228453736,10.0,3.9679851967207966
charge,31,1920.0,cruise,0.3485142177325226,-6.046344714084697,18.008373998972615,334.85142177325224,335.7518404732009,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",64.2481595267991,10.0,3.9536552859153034
charge,32,1980.0,cruise,0.35901910256525665,-6.060666755284345,17.99476570712386,335.90191025652564,336.80164854188183,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",63.19835145811817,10.0,3.9393332447156553
charge,33,2040.0,cruise,0.36951604922774556,-6.074980926878176,17.981260666525145,336.95160492277455,337.8506679561008,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",62.14933204389922,10.0,3.925019073121824
charge,34,2100.0,cruise,0.38000511794988523,-6.089287228866148,17.967857508386373,338.00051179498854,338.8989046704079,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",61.10109532959211,10.0,3.910712771133852
charge,35,2160.0,cruise,0.3904863681631106,-6.103585661248303,17.954554887316476,339.04863681631105,339.9463645606769,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",60.0536354393231,10.0,3.896414338751697
charge,36,2220.0,cruise,0.4009598585140452,-6.11787622402462,17.94135148082205,340.0959858514045,340.9930534254456,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",59.00694657455438,10.0,3.88212377597538
charge,37,2280.0,cruise,0.41142564687785804,-6.132158917195113,17.92824598883101,341.1425646877858,342.03897698722733,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",57.96102301277267,10.0,3.867841082804887
charge,38,2340.0,cruise,0.42188379037134277,-6.146433740759768,17.915237133220785,342.18837903713427,343.0841408937953,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",56.91585910620472,10.0,3.8535662592402318
charge,39,2400.0,cruise,0.4323343453657216,-6.160700694718578,17.902323657362444,343.23343453657213,344.1285507194402,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",55.87144928055977,10.0,3.839299305281422
charge,40,2460.0,cruise,0.442777367499183,-6.174959779071564,17.88950432567333,344.2777367499183,345.172211966202,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",54.827788033798015,10.0,3.825040220928436
charge,41,2520.0,cruise,0.4532129116891591,-6.189210993818719,17.876777923181066,345.32129116891593,346.21513006507496,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",53.78486993492504,10.0,3.810789006181281
charge,42,2580.0,cruise,0.46364103214434804,-6.203454338960029,17.8641432551035,346.3641032144348,347.25731037719,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",52.74268962281002,10.0,3.7965456610399713
charge,43,2640.0,cruise,0.47406178237649177,-6.217689814495515,17.85159914642861,347.40617823764916,348.29875819497056,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",51.70124180502944,10.0,3.7823101855044854
charge,44,2700.0,cruise,0.48447521521190845,-6.231917420425162,17.839144441516623,348.4475215211908,349.3394787432667,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",50.66052125673332,10.0,3.7680825795748376
charge,45,2760.0,cruise,0.49488138280279315,-6.246137156748986,17.82677800370095,349.4881382802793,350.3794771804644,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",49.62052281953561,10.0,3.7538628432510137
charge,46,2820.0,cruise,0.5052803366382854,-6.260349023466958,17.814498714909064,350.5280336638285,351.41875859957395,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",48.58124140042605,10.0,3.739650976533042
charge,47,2880.0,cruise,0.5156721275553157,-6.274553020579113,17.802305475281628,351.56721275553156,352.45732802929564,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",47.54267197070436,10.0,3.7254469794208873
charge,48,2940.0,cruise,0.52605680574923,-6.288749148085415,17.790197202812124,352.605680574923,353.4951904350636,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",46.50480956493641,10.0,3.711250851914585
charge,49,3000.0,cruise,0.5364344207842037,-6.302937405985908,17.77817283298532,353.6434420784204,354.53235072006964,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",45.467649279930356,10.0,3.697062594014092
charge,50,3060.0,cruise,0.5468050216034451,-6.3171177942805485,17.76623131842996,354.68050216034453,355.56881372626606,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",44.43118627373394,10.0,3.6828822057194515
charge,51,3120.0,cruise,0.5571686565391959,-6.331290312969351,17.754371628579406,355.71686565391957,356.6045842353485,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",43.39541576465149,10.0,3.668709687030649
charge,52,3180.0,cruise,0.5675253733225338,-6.345454962052337,17.742592749336836,356.7525373322534,357.6396669697202,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",42.360333030279776,10.0,3.6545450379476634
charge,53,3240.0,cruise,0.5778752190929803,-6.359611741529484,17.73089368275464,357.78752190929805,358.6740665934358,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",41.32593340656422,10.0,3.640388258470516
charge,54,3300.0,cruise,0.5882182404079206,-6.373760651400794,17.719273446712123,358.8218240407921,359.7077877131277,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",40.292212286872314,10.0,3.6262393485992064
charge,55,3360.0,cruise,0.598554483251836,-1.9602491864531544,5.443207183183176,359.8554483251836,360.12760868434276,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",39.87239131565724,10.0,8.039750813546846
discharge,56,3420.0,cruise,0.6017296874420263,2.348137093625155,6.525381769158115,360.17296874420265,359.8466996557447,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",59.846699655744715,30.0,27.651862906374845
charge,57,3480.0,cruise,0.5979232147433506,-2.817867341343444,7.82342167135937,359.79232147433504,360.18349255790304,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",39.81650744209696,10.0,7.182132658656556
discharge,58,3540.0,cruise,0.602486877384977,3.374671295655226,9.379826959417983,360.24868773849767,359.77969639052674,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",59.77969639052674,30.0,26.625328704344774
charge,59,3600.0,cruise,0.5970153116586498,-4.049142465715946,11.239391327420096,359.701531165865,360.263500732236,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",39.736499267763975,10.0,5.950857534284054
discharge,60,3660.0,cruise,0.6035716232663115,4.846259874000928,13.473679403194296,360.35716232663117,359.6834783564715,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",59.68347835647148,30.0,25.15374012599907
charge,61,3720.0,cruise,0.5957119769477816,-5.8167462105988434,16.14067029264845,359.57119769477816,360.3782312094106,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",39.621768790589385,10.0,4.1832537894011566
discharge,62,3780.0,cruise,0.6051273679518265,6.957940087570883,19.352063027681083,360.51273679518266,359.54513364379864,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",59.545133643798636,30.0,23.042059912429117
charge,63,3840.0,cruise,0.5938386645190126,-6.491332975239629,18.017230460269502,359.38386645190127,360.28472797491474,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",39.715272025085255,10.0,3.5086670247603706
discharge,64,3900.0,cruise,0.6043487156208365,5.900832047274697,16.408774254470586,360.43487156208363,359.6144328493601,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",59.61443284936013,30.0,24.099167952725303
charge,65,3960.0,cruise,0.594776930639062,-6.517329207760227,18.084506672089447,359.4776930639062,360.3819183975107,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",39.618081602489326,10.0,3.482670792239773
discharge,66,4020.0,cruise,0.6053262261977809,7.228559027747416,20.10572854989107,360.53262261977807,359.52733619228354,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",59.52733619228354,30.0,22.771440972252584
charge,67,4080.0,cruise,0.5935978845436778,-6.543064560639074,18.161665455405114,359.3597884543678,360.2678717271381,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",39.73212827286193,10.0,3.456935439360926
discharge,68,4140.0,cruise,0.6041921893926641,5.689327887461694,15.820026373637006,360.4192189392664,359.62821762058456,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",59.628217620584564,30.0,24.310672112538306
charge,69,4200.0,cruise,0.5949638406747091,-6.569034919091635,18.22667660229797,359.4963840674709,360.4077178975858,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",39.592282102414174,10.0,3.430965080908365
discharge,70,4260.0,cruise,0.6055960686927162,7.594740084321515,21.12564631705652,360.55960686927165,359.5033245534188,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",59.50332455341879,30.0,22.405259915678485
charge,71,4320.0,cruise,0.5932727750077665,-6.594645165529087,18.306123330548303,359.32727750077663,360.2425836673041,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",39.757416332695925,10.0,3.405354834470913
discharge,72,4380.0,cruise,0.6039513469505864,5.361310447962566,14.907030948386934,360.39513469505863,359.64978314763925,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",59.649783147639255,30.0,24.638689552037434
charge,73,4440.0,cruise,0.5952555788973607,-6.436591170788063,17.85865967970892,359.5255578897361,360.41849087372157,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",39.58150912627843,10.0,3.5634088292119372
discharge,74,4500.0,cruise,0.605673130377191,7.699903027829947,21.418582696815633,360.5673130377191,359.4963839028783,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",59.49638390287828,30.0,22.300096972170053
charge,75,4560.0,cruise,0.5931789571373818,-6.6461084354579185,18.449094963781363,359.31789571373815,360.2403504619272,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",39.75964953807278,10.0,3.3538915645420815
discharge,76,4620.0,cruise,0.6039409291995875,5.347225754226606,14.867830741511625,360.3940929199588,359.6507013828832,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",59.6507013828832,30.0,24.652774245773394
charge,77,4680.0,cruise,0.5952680279337057,-6.419772940658852,17.812050267647237,359.52680279337056,360.4174053067529,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",39.582594693247074,10.0,3.580227059341148
discharge,78,4740.0,cruise,0.6056583905898333,7.678910964909029,21.36010357008729,360.56583905898333,359.497833880479,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",59.49783388047899,30.0,22.32108903509097
charge,79,4800.0,cruise,0.5931983301739491,-6.697442118213587,18.59112691364942,359.3198330173949,360.2493893630774,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",39.7506106369226,10.0,3.302557881786413
discharge,80,4860.0,cruise,0.6040431542069112,5.486919208048349,15.256636005426572,360.40431542069115,359.6414836204198,0.05,,,"undefined: B-04 and BatteryPack expose a bus-power C-rate proxy, not a physical current limit",,,"undefined: B-03 v_min_v/v_max_v are open-circuit calibration endpoints, not terminal-voltage limits",59.64148362041982,30.0,24.51308079195165
